id,title,description,authors,image,publisher,published_at,categories
162163,Jazmin's Notebook,"Her name is Jazmin, and like the music of her name, her life throbs and swings?a few flat notes to be sure, but also bursting with rich passages that rise and soar. Sitting on her stoop she fills her notebook with laughs, anger, and hope. There?s the risky lure of ?luscious-looking? men and the consequences of free haircuts. This is a fourteen-year-old so-real girl living in Harlem in the 1960?s, ?born with clenched fists? and big dreams, and strengthened by the love of a steadfast sister. Captured within pages of her tough, exuberant life are all the beauty, chaos, confusion, and clarity that accompany the excitement of exploring life?s possibilities?and discovering they are endless.",Nikki Grimes,http://books.google.com/books/content?id=IytqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Penguin,2000-01-01,Juvenile Fiction
162413,Paul's Missionary Journeys Map,"Acts is the sequel to Luke's gospel and tells the story of Jesus's followers during the 30 years after his death. It describes how the 12 apostles, formerly Jesus's disciples, spread the message of Christianity throughout the Mediterranean against a background of persecution. With an introduction by P.D. James",P.D. James,http://books.google.com/books/content?id=i5DzFhBT3mIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Canongate Books,1999-01-01,Bibles
124555,Living Fossils (Casebooks in Earth Sciences),"The case history approach has an impressive record of success in a variety of disciplines. Collections of case histories, casebooks, are now widely used in all sorts of specialties other than in their familiar appli cation to law and medicine. The case method had its formal beginning at Harvard in 1871 when Christopher Lagdell developed it as a means of teaching. It was so successful in teaching law that it was soon adopted in medical education, and the collection of cases provided the raw material for research on various diseases. Subsequently, the case history approach spread to such varied fields as business, psychology, management, and economics, and there are over 100 books in print that use this approach. The idea for a series of Casehooks in Earth Science grew from my experience in organizing and editing a collection of examples of one variety of sedimentary deposits. The prqject began as an effort to bring some order to a large number of descriptions of these deposits that were so varied in presentation and terminology that even specialists found them difficult to compare and analyze. Thus, from the beginning, it was evident that something more than a simple collection of papers was needed. Accordingly, the nearly fifty contributors worked together with George de Vries Klein and me to establish a standard format for presenting the case histories.","N. Eldredge', 'S. M. Stanley",http://books.google.com/books/content?id=UPYxBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Springer Science & Business Media,2012-12-06,Science
200602,Coherence in Thought and Action (Life and Mind: Philosophical Issues in Biology and Psychology),"This book is an essay on how people make sense of each other and the world they live in. Making sense is the activity of fitting something puzzling into a coherent pattern of mental representations that include concepts, beliefs, goals, and actions. Paul Thagard proposes a general theory of coherence as the satisfaction of multiple interacting constraints, and discusses the theory's numerous psychological and philosophical applications. Much of human cognition can be understood in terms of coherence as constraint satisfaction, and many of the central problems of philosophy can be given coherence-based solutions. Thagard shows how coherence can help to unify psychology and philosophy, particularly when addressing questions of epistemology, metaphysics, ethics, politics, and aesthetics. He also shows how coherence can integrate cognition and emotion.",Paul Thagard,http://books.google.com/books/content?id=Px0vctI8eGQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,MIT Press,2002-07-26,Psychology
114840,Burning Daylight,"""Burning Daylight"" brings us back to the times of the Gold Rush. It tells the story of the most successful entrepreneur of Klondike, nicknamed ""Burning Daylight."" London based his novel on the life of Oakland entrepreneur ""Borax"" Smith. The protagonist makes big money in Alaska only to lose it to money kings as he returns home. Yet, his fate prepares him for many surprises: including an opportunity to win the money back and fall in love. ""Burning Daylight"" was one of the best-selling books of that year, and it was London's best-selling book in his lifetime.",Jack London,http://books.google.com/books/content?id=KgJ2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,DigiCat,2022-06-13,Fiction
58951,Pictures of Personality : Guide to the Four Human Natures (TYPOLOGY),"The Picture of Personality reveals the first and only universal picture language of personality. The Guide deciphers the first and only standard set of definitions for human typology. The Guide shows how human nature mirrors Mother Nature. The push and pull of polar opposites creates our personality. Like day and night, we divide into a Light Side and a Dark Side that seek reunion. The conflict between our two sides creates the human journey--the search for the center.",John Lopker,http://books.google.com/books/content?id=XNsWTWJudFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Personality Potter TYPOLOGY,2000,Typology (Psychology)
2354,The Secret of Wigglesworth's Power,"Discover the secrets of Smith Wigglesworths powerful relationship with God. One of the most admired ministers of the 20th century, Smith was known for the astounding miracles that happened in his meetings.",Albert Hibbert,http://books.google.com/books/content?id=Moqz-x9W_EUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Harrison House Publishers,2009-04-15,Religion
149571,Telecom Churn Management (Customer Telecare Series),"Telecom Churn Management, The Golden Opportunity explains how and why churn is managed today. It discusses the Tele-centric (Customer Centric Telecommunications) model for customer management. The book provides the key Analytics that can give your company the competitive advantage. The key first step is recombinant segmentation (identification). Using extended behavioral segmentation (categorization), carriers can produce a customer value function (valuation). Churn models and indexes can be used to determine the projected churn rates (Anticipation). Using key metrics and a WAR Gameboard, the profit levels for customers can be evaluated and maximized. Managers of successful telecom service providers need to understand why customers leaving and what makes telecom churn so special. Successful telecom managers have developed churn management strategies to help them making wise churn investment decisions that give them quick and effective churn response options. By understanding that customers have key telecom consumer shopping cycles and response models, churn management can be turned into an operational perspective. It is a well-known fact that telecommunication technology and services are continually changing. Industry veteran Rob Mattison shares his expertise typical interconnection arrangements for pubic and private telephone systems, data networks, inter-exchange systems, wireless, billing and customer care systems. If there were one book you could use to help understand and develop and telecom churn management programs, ""Telecom Churn Management"" is the best choice.",Rob Mattison,http://books.google.com/books/content?id=iUcFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Apdg Pub,2001,Technology & Engineering
16644,Think Like a Shrink: 100 Principles for Seeing Deeply into Yourself and Others,"A Companion for the Uncouched Based on a highly regarded article in Psychology Today that has been reprinted worldwide, Think Like a Shrink is a personality primer that refines years of psychiatric training into 100 principles. Here you will quickly learn to understand what motivates your boss, your spouse, your parents -- and yourself. Incorporating the most basic fundamentals that drive the human personality, these principles are short, clear, and simple, but not simplistic. They include enlightening observations and real eye-openers, such as: Some people never forgive a favor. In any marriage, there can only be one number one. Too much love may mean hate; too much hate may mean love. Successful neuroses help people fail. Electra and Oedipus keep psychiatrists in business.",Emmanuel Dr. Rosen,http://books.google.com/books/content?id=o1n1lIuFdbYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,2001-07-12,Psychology
21945,Spiritual Parenting,"It's hard enough to train kids to behave, but good behavior isn't what Jesus calls for in the Bible. He wants hearts and souls that are shaped in vibrant faith and love toward God and others. How can parents cultivate this in their children? In this book Dr. Michelle Anthony shares practical examples and biblical insight on the spiritual role of parenting. Spiritual Parenting introduces the simple but revolutionary concept that parents are, by the power of God's Spirit, to obey and depend on God in order to create an environment God can use to beckon their children to Him.",Michelle Anthony,http://books.google.com/books/content?id=7nzSkr61kEkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,David C Cook,2010-06-01,Religion
31569,The Ritual Process: Structure and Anti-Structure,"In The Ritual Process: Structure and Anti-Structure, Victor Turner examines rituals of the Ndembu in Zambia and develops his now-famous concept of ""Communitas."" He characterizes it as an absolute inter-human relation beyond any form of structure. The Ritual Process has acquired the status of a small classic since these lectures were first published in 1969. Turner demonstrates how the analysis of ritual behavior and symbolism may be used as a key to understanding social structure and processes. He extends Van Gennep's notion of the ""liminal phase"" of rites of passage to a more general level, and applies it to gain understanding of a wide range of social phenomena. Once thought to be the ""vestigial"" organs of social conservatism, rituals are now seen as arenas in which social change may emerge and be absorbed into social practice. As Roger Abrahams writes in his foreword to the revised edition: ""Turner argued from specific field data. His special eloquence resided in his ability to lay open a sub-Saharan African system of belief and practice in terms that took the reader beyond the exotic features of the group among whom he carried out his fieldwork, translating his experience into the terms of contemporary Western perceptions. Reflecting Turner's range of intellectual interests, the book emerged as exceptional and eccentric in many ways: yet it achieved its place within the intellectual world because it so successfully synthesized continental theory with the practices of ethnographic reports.""","Victor Turner', 'Roger D Abrahams', 'Alfred Harris",http://books.google.com/books/content?id=VywrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Routledge,2017-07-05,Social Science
192000,Men and the Water of Life: Initiation and the Tempering of Men,"Presents a collection of stories that is a multigenerational exploration of what it means to be a man, including tales of ritual mating dances and life in the African bush",Michael Meade,http://books.google.com/books/content?id=kjspAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Harper San Francisco,1993,Social Science
185338,Mother's Day: Or the View from in Here,"THE VIEW FROM HERE is a rich, compelling testament to the strength and resilience of the human spirit. Frieda Bermans clear, honest story illustrates the Jewish immigrant experience, from escaping the pogroms of Russia in 1920 to fl eeing the persecution of the Nazis in Romania, to discovering love and building a home in a New Jersey suburb. Frieda bravely examines her fears, sadness and regrets with infectious candor. Frieda Berman offers us an important historical perspective on the struggles and triumphs of women from her generation. It gave me even more appreciation for the choices and options we have available today, while giving me fi rsthand insight into the diffi culties the women of yesterday faced and the strength and courage they needed to survive. - Robyn Hatcher What happens when the curtain of words daughter, wife, mother, grandmother is pulled back and the woman is revealed? Describing fl eeing pogroms and Nazis as a child, to living on her own for the fi rst time at age eighty-fi ve, THE VIEW FROM HERE tells the story of courage and determination to live and love in the face of crisis and loss. In the cracks of the hard life so many immigrants faced in America, Frieda recognizes the poetry around us makes the day and the days stack up to make a life. -C.O. Moed Joyce McKee is a freelance screenwriter who lives in New York City with her husband and two sons.",Joyce McKee,http://books.google.com/books/content?id=aCtKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Xlibris Corporation,2010-04-01,Biography & Autobiography
163349,Boolean-Valued Models and Independence Proofs in Set Theory (Oxford Logic Guides),"This third edition, now available in paperback, is a follow up to the author's classic Boolean-Valued Models and Independence Proofs in Set Theory,. It provides an exposition of some of the most important results in set theory obtained in the 20th century: the independence of the continuum hypothesis and the axiom of choice. Aimed at graduate students and researchers in mathematics, mathematical logic, philosophy, and computer science, the third edition has been extensively updated with expanded introductory material, new chapters, and a new appendix on category theory. It covers recent developments in the field and contains numerous exercises, along with updated and increased coverage of the background material. This new paperback edition includes additional corrections and, for the first time, will make this landmark text accessible to students in logic and set theory.",John L. Bell,http://books.google.com/books/content?id=7SsUDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press,2011-05-05,Computers
120236,Real Options in Practice,"Explores real option theory applied in practice Real options are quickly becoming the valuation and decision-making method of choice for many companies, including oil and gas companies, utilities and natural resource companies, pharmaceutical and biotech companies, Internet companies, and many others. Real Options in Practice allows readers to view the world of real options from the vantage point of a corporate practitioner applying real option valuation techniques on a regular basis. Expert Marion Brach describes the challenges of implementing a real option framework in practice within a corporate setting. Touching on the real options most firms care about, Real Options in Practice identifies the classic types of real options-deferral, abandonment, switching, expansion, and compound-and explores the main concepts critical to understanding real option theory. Through Brach's own three-step real option valuation method readers will learn how the theory of real options is now being applied to drive better, more profitable corporate decision-making. Marion A. Brach, MD, MBA (Hagen, Germany), has undertaken financial valuation of business opportunities and acquisitions using scenario and real option valuation in the biotech industry. A recognized expert on real option theory and practice, Brach received her MBA from the Manchester Business School and frequently speaks at real option seminars.",Marion A. Brach,http://books.google.com/books/content?id=ttrWdu3uEgkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,John Wiley & Sons,2003-04-07,Business & Economics
22618,Essential American Idioms (NTC English-language references),Among the special features of this book are the following: each entry has at least two example sentences illustrating how the idiom is used in context in natural American English; and a new Phrase-Finder Index enables users to locate a particular idiom quickly by looking up any of its major words.,Richard A. Spears,http://books.google.com/books/content?id=wzYOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Ntc Publishing Group,1999,Language Arts & Disciplines
53144,Win More! How to Triple Your Money Every Hour You Play Slots! With Only a $30 Starting Bankroll!! That's Right! You Can Earn a Fortune! With My Magic Triangle Slots System,"For those interested in becoming slot managers, or those just curious about how casinos work, Tales from the Slot Floor gives you the inside story of slot operations, from those who do it.",David Schwartz,http://books.google.com/books/content?id=QewCtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Gambling Studies,2018-06-22,Business & Economics
20123,Full-Time Father,"A practical guide for modern-day parenting geared towards stay-at-home dads, offering advice on everything from learning to cook and clean with children, to dealing with mental health and relationships, with the easygoing perspective that dads can use their natural talents to parent any way that they choose. The Ultimate Stay-at-Home Dad manual takes the best advice and wisdom from a dads' group, and puts it into a format to help new stay-at-home fathers. Characterized by actionable and direct advice to fathers, the book takes on parenting from a father's point of view and encourages dads to use their natural talents to become a better parent. That advice is further bolstered by an additional 57 other dads who also give advice. All this advice is framed by the author's personal stories, which help the reader connect with the content and drives the advice home. This is a book that takes on day-to-day parenting, not just as a stay-at-home dad--working fathers could benefit from this book as much as at-home dads.",Shannon Carpenter,http://books.google.com/books/content?id=BrVCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Penguin,2021-10-12,Family & Relationships
183546,Walter Payton (NFL) (Football Legends),Recounts Payton's life and football career as a record-setting running back for the Chicago Bears,Philip Koslow,http://books.google.com/books/content?id=Rg_zW1fx8GAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Chelsea House Pub,1994,Juvenile Nonfiction
58559,The Art of Talking with Your Teenager,"Are you and your favorite teenager having too many conversations like this? ""How was school?"" ""Fine."" ""Soccer practice?"" ""Same as always."" ""Anything interesting happen today?"" ""Nope."" ""Nice talking with you!"" Let's face it. Teenagers have a PhD in one-word answers . . . if we don't ask the right questions. In this book, veteran youth expert Jonathan McKee shares 180 creative discussion starters to help teens open up about issues that matter. You'll also find tips for interpreting their responses and follow-up questions. From light-hearted to more serious, these conversation springboards will encourage even the most reluctant teen to talk about friends, school, values, struggles, and much more. ""The perfect tool for connecting with today's teenagers."" --Dr. Kevin Leman, author of Have a New Teenager by Friday ""Few people understand the teenage world like Jonathan McKee. This book is one of the most helpful and practical tools I have ever seen to get teenagers talking with their parents about important topics.""--Jim Burns, PhD, author of Teenology: The Art of Raising Great Teenagers and Confident Parenting",Jonathan McKee,http://books.google.com/books/content?id=bsxnAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Baker Books,2014-04-29,Religion
103123,What's in Your Lunch Box? A Scrumptious Scratch-and-Sniff Smorgasbord,"Children can smell each item that other children bring for lunch on each day of the week, from soup and chocolate chip cookies on Tuesday to pizza and pudding on Friday.",Quinlan B. Lee,http://books.google.com/books/content?id=YqBbGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,HarperFestival,2001-07-24,Juvenile Fiction
163414,The effects on income distribution and nutrition of alternative rice price policies in Thailand (Research report / International Food Policy Institute),"Introduction; Rice price, poverty, and income distribution; The response of paddy supply to price changes; The effects of rice price changes on the rural farm wage rate; The effects of rice price changes on the calorie intake of consumers; The effects of rice price changes on the calorie intake of paddy farmers; The effects of rice price changes on incomes and food consumption of low-income people.",Pras?n Trairatw??rakun,http://books.google.com/books/content?id=twcQ6iFCmSIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Intl Food Policy Res Inst,1984-01-01,Social Science
